Artist,Album,Title,Release Date,Lyric,Position,Sentiment
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,feat. Keith Urban),1,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"",2,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"You said, ""I know""",3,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"When I said, ""I need some time, need some space",4,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"To think about all of this""",5,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And you watched me go,6,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And I knew my words were hard to hear,7,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And harder to ever take back,8,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And I said,9,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"""When can I come back?""",10,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And you said,11,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,12,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I wake up in the morning,13,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,14,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When it's sunny or storming,15,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"Laughing, when I'm crying",16,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And that's when,17,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,I'll be waiting at the front gate,18,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,19,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I see your face,20,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,I'll let you in,21,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And baby that's when,22,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"I said, ""I know""",23,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"When you said, ""I did you wrong",24,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"Made mistakes, and put you through all of this""",25,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,Then through the phone,26,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,Came all your tears,27,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"And I said, ""Leave those all in our past""",28,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"And you said, ""When can I come back?""",29,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And I said,30,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,31,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I wake up in the morning,32,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,33,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When it's sunny or storming,34,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"Laughing, when I'm crying",35,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And that's when,36,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,I'll be waiting at the front gate,37,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,38,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I see your face,39,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,I'll let you in,40,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And baby that's when,41,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"And you said, ""Honestly",42,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When you were gone,43,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"Did you ever think of me?""",44,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And I said,45,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,46,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I woke up in the morning,47,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,48,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,It was sunny or storming,49,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,Laughing,50,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I was crying,51,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,And that's when you were waiting at the front gate,52,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"That's when, when I saw your face",53,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,"You let me in, and baby that's when",54,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I'm laughing,55,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,When I'm crying,56,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when I miss you,57,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when I want you,58,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when I love you,59,0
Taylor Swift,Fearless (Taylor's Version),That's When (Taylor's Version) (From The Vault),2021,That's when,60,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,I drive around this town,1,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,In a Mustang with the top down,2,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,And six running horses under my hood,3,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Well that’s good enough for me,4,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Don’t need the real thing,5,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s just another thing ,6,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,For me to try to tame,7,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Don’t know if I could,8,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,It might just break me,9,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,I thought there for a little while,10,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Every sunset I’d be a riding off with him,11,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Snap buttons on a denim shirt,12,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Blue jeans and a little dirt,13,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest you’ll see me,14,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Feet hanging out a pickup truck,15,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Crazy and a little rough,16,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Running free,17,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest to a cowboy,18,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,You’ll see me,19,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Before I met him ,20,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,I was so sane and grounded,21,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Before he taught me how to lie,22,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,And crawl out the window,23,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,I learned the dirt roads,24,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,And I got my heart broken,25,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Cause that cowboy taught me how to cry,26,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,And how to let go,27,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,I thought there for a little while,28,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Every sunset I’d be a riding off with him,29,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Snap buttons on a denim shirt,30,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Blue jeans and a little dirt,31,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest you’ll see me,32,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Feet hanging out a pickup truck,33,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Crazy and a little rough,34,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Running free,35,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest to a cowboy,36,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,You’ll see me,37,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,It was all a little,38,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Wonderful and strange,39,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,But I’ll never look,40,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,At a sunset the same night,41,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Snap buttons on a denim shirt,42,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Blue jeans and a little dirt,43,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest you’ll see me,44,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Feet hanging out a pickup truck,45,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Crazy and a little rough,46,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Running free,47,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Sitting fishing by the river bank,48,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Swimming in the water tank,49,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest you’ll see me,50,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Feet hanging out a pickup truck,51,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Crazy and a little rough,52,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,Running free,53,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,That’s the closest to a cowboy,54,0
Taylor Swift,N/A,Closest To A Cowboy,N/A,You’ll see me,55,0
Taylor Swift,1989,Wonderland,2014,Flashing lights and we,1,0
Taylor Swift,1989,Wonderland,2014,Took a wrong turn and we,2,0
Taylor Swift,1989,Wonderland,2014,Fell down a rabbit hole,3,0
Taylor Swift,1989,Wonderland,2014,You held on tight to me,4,0
Taylor Swift,1989,Wonderland,2014,'Cause nothing's as it seems,5,0
Taylor Swift,1989,Wonderland,2014,And spinning out of control,6,0
Taylor Swift,1989,Wonderland,2014,Didn't they tell us don't rush into things?,7,0
Taylor Swift,1989,Wonderland,2014,Didn't you flash your green eyes at me?,8,0
Taylor Swift,1989,Wonderland,2014,Haven't you heard what becomes of curious minds?,9,0
Taylor Swift,1989,Wonderland,2014,Oh,10,0
Taylor Swift,1989,Wonderland,2014,Didn't it all seem new and exciting?,11,0
Taylor Swift,1989,Wonderland,2014,I felt your arms twisting around me,12,0
Taylor Swift,1989,Wonderland,2014,I should have slept with one eye open at night,13,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,14,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it,15,0
Taylor Swift,1989,Wonderland,2014,And we pretended it could last forever,16,0
Taylor Swift,1989,Wonderland,2014,Eh,17,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,18,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it,19,0
Taylor Swift,1989,Wonderland,2014,And life was never worse but never better,20,0
Taylor Swift,1989,Wonderland,2014,Eh eh,21,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,22,0
Taylor Swift,1989,Wonderland,2014,In wonderland,23,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,24,0
Taylor Swift,1989,Wonderland,2014,In wonderland,25,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,26,0
Taylor Swift,1989,Wonderland,2014,In wonderland,27,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,28,0
Taylor Swift,1989,Wonderland,2014,In wonderland,29,0
Taylor Swift,1989,Wonderland,2014,So we went on our way,30,0
Taylor Swift,1989,Wonderland,2014,Too in love to think straight,31,0
Taylor Swift,1989,Wonderland,2014,All alone or so it seemed,32,0
Taylor Swift,1989,Wonderland,2014,But there were strangers watching,33,0
Taylor Swift,1989,Wonderland,2014,And whispers turned to talking,34,0
Taylor Swift,1989,Wonderland,2014,And talking turned to screams,35,0
Taylor Swift,1989,Wonderland,2014,Oh,36,0
Taylor Swift,1989,Wonderland,2014,Didn't they tell us don't rush into things?,37,0
Taylor Swift,1989,Wonderland,2014,Didn't you flash your green eyes at me?,38,0
Taylor Swift,1989,Wonderland,2014,Didn't you calm my fears with a Cheshire cat smile?,39,0
Taylor Swift,1989,Wonderland,2014,Oh,40,0
Taylor Swift,1989,Wonderland,2014,Didn't it all seem new and exciting?,41,0
Taylor Swift,1989,Wonderland,2014,I felt your arms twisting around me,42,0
Taylor Swift,1989,Wonderland,2014,It's all fun and games 'til somebody loses their mind,43,0
Taylor Swift,1989,Wonderland,2014,"But darling, we found wonderland",44,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it,45,0
Taylor Swift,1989,Wonderland,2014,And we pretended it could last forever,46,0
Taylor Swift,1989,Wonderland,2014,Eh,47,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,48,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it,49,0
Taylor Swift,1989,Wonderland,2014,And life was never worse but never better,50,0
Taylor Swift,1989,Wonderland,2014,Eh eh,51,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,52,0
Taylor Swift,1989,Wonderland,2014,In wonderland,53,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,54,0
Taylor Swift,1989,Wonderland,2014,In wonderland,55,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,56,0
Taylor Swift,1989,Wonderland,2014,In wonderland,57,0
Taylor Swift,1989,Wonderland,2014,Eh eh eh eh eh,58,0
Taylor Swift,1989,Wonderland,2014,In wonderland,59,0
Taylor Swift,1989,Wonderland,2014,I reached for you but you were gone,60,0
Taylor Swift,1989,Wonderland,2014,I knew I had to go back home,61,0
Taylor Swift,1989,Wonderland,2014,You searched the world for something else to make you feel like what we had,62,0
Taylor Swift,1989,Wonderland,2014,And in the end in wonderland we both went mad,63,0
Taylor Swift,1989,Wonderland,2014,Oh,64,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,65,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it,66,0
Taylor Swift,1989,Wonderland,2014,And we pretended it could last forever (last forever),67,0
Taylor Swift,1989,Wonderland,2014,Eh eh,68,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,69,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it (got lost in it),70,0
Taylor Swift,1989,Wonderland,2014,And life was never worse but never better (never better),71,0
Taylor Swift,1989,Wonderland,2014,Eh eh,72,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,73,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it (wonderland),74,0
Taylor Swift,1989,Wonderland,2014,And we pretended it could last forever (in wonderland),75,0
Taylor Swift,1989,Wonderland,2014,We found wonderland,76,0
Taylor Swift,1989,Wonderland,2014,You and I got lost in it (wonderland),77,0
Taylor Swift,1989,Wonderland,2014,And life was never worse but never better,78,0
Taylor Swift,1989,Wonderland,2014,In wonderland,79,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,It was so nice throwing big parties,1,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Jump into the pool from the balcony,2,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Everyone swimming in a champagne sea,3,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,And there are no rules when you show up here,4,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Bass beat rattling the chandelier,5,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Feeling so Gatsby for that whole year,6,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,So why'd you have to rain on my parade?,7,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,I'm shaking my head,8,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,I'm locking the gates,9,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, darling",10,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Because you break them,11,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,I had to take them away,12,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, honey",13,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Did you think I wouldn't hear all the things you said about me?,14,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,This is why we can't have nice things,15,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,It was so nice being friends again,16,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,There I was giving you a second chance,17,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,But you stabbed me in the back while shaking my hand,18,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,And therein lies the issue,19,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Friends don't try to trick you,20,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Get you on the phone and mind-twist you,21,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,And so I took an axe to a mended fence,22,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,But I'm not the only friend you've lost lately,23,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,If only you weren't,24,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,So shady,25,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, darling",26,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Because you break them,27,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,I had to take them away,28,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, honey",29,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Did you think I wouldn't hear all the things you said about me?,30,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,This is why we can't have,31,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Here's a toast to my real friends,32,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"They don't care about that he said, she said",33,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,And here's to my baby,34,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,He ain't reading what they call me lately,35,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,And here's to my momma,36,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Had to listen to all this drama,37,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,And here's to you,38,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,'Cause forgiveness is a nice thing to do,39,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"Haha, I can't even say it with a straight face",40,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, darling (darling)",41,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Because you break them,42,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,I had to take them away,43,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, honey",44,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Did you think I wouldn't hear all the things you said about me?,45,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"This is why we can't have nice things, darling",46,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,(And here's to my real friends),47,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Because you break them,48,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,I had to take them away,49,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,(And here's to my baby),50,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"Nice things, honey",51,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,"(He didn't care about that he said, she said)",52,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,Did you think I wouldn't hear all the things you said about me?,53,0
Taylor Swift,Reputation,This Is Why We Can't Have Nice Things,2017,This is why we can't have nice things,54,0
Taylor Swift,1989,Shake It Off,2014,I stay out too late,1,0
Taylor Swift,1989,Shake It Off,2014,Got nothing in my brain,2,0
Taylor Swift,1989,Shake It Off,2014,"That's what people say, mmm-mmm",3,0
Taylor Swift,1989,Shake It Off,2014,"That's what people say, mmm-mmm",4,0
Taylor Swift,1989,Shake It Off,2014,I go on too many dates [chuckle],5,0
Taylor Swift,1989,Shake It Off,2014,But I can't make them stay,6,0
Taylor Swift,1989,Shake It Off,2014,"At least that's what people say, mmm-mmm",7,0
Taylor Swift,1989,Shake It Off,2014,"That's what people say, mmm-mmm",8,0
Taylor Swift,1989,Shake It Off,2014,But I keep cruising,9,0
Taylor Swift,1989,Shake It Off,2014,"Can't stop, won't stop moving",10,0
Taylor Swift,1989,Shake It Off,2014,It's like I got this music,11,0
Taylor Swift,1989,Shake It Off,2014,In my mind,12,0
Taylor Swift,1989,Shake It Off,2014,"Saying, ""It's gonna be alright.""",13,0
Taylor Swift,1989,Shake It Off,2014,"'Cause the players gonna play, play, play, play, play",14,0
Taylor Swift,1989,Shake It Off,2014,"And the haters gonna hate, hate, hate, hate, hate",15,0
Taylor Swift,1989,Shake It Off,2014,"Baby, I'm just gonna shake, shake, shake, shake, shake",16,0
Taylor Swift,1989,Shake It Off,2014,"I shake it off, I shake it off",17,0
Taylor Swift,1989,Shake It Off,2014,"Heart-breakers gonna break, break, break, break, break",18,0
Taylor Swift,1989,Shake It Off,2014,"And the fakers gonna fake, fake, fake, fake, fake",19,0
Taylor Swift,1989,Shake It Off,2014,"Baby, I'm just gonna shake, shake, shake, shake, shake",20,0
Taylor Swift,1989,Shake It Off,2014,"I shake it off, I shake it off",21,0
Taylor Swift,1989,Shake It Off,2014,I never miss a beat,22,0
Taylor Swift,1989,Shake It Off,2014,I'm lightning on my feet,23,0
Taylor Swift,1989,Shake It Off,2014,"And that's what they don't see, mmm-mmm",24,0
Taylor Swift,1989,Shake It Off,2014,"That's what they don't see, mmm-mmm",25,0
Taylor Swift,1989,Shake It Off,2014,I'm dancing on my own (dancing on my own),26,0
Taylor Swift,1989,Shake It Off,2014,I make the moves up as I go (moves up as I go),27,0
Taylor Swift,1989,Shake It Off,2014,"And that's what they don't know, mmm-mmm",28,0
Taylor Swift,1989,Shake It Off,2014,"That's what they don't know, mmm-mmm",29,0
Taylor Swift,1989,Shake It Off,2014,But I keep cruising,30,0
Taylor Swift,1989,Shake It Off,2014,"Can't stop, won't stop grooving",31,0
Taylor Swift,1989,Shake It Off,2014,It's like I got this music,32,0
Taylor Swift,1989,Shake It Off,2014,In my mind,33,0
Taylor Swift,1989,Shake It Off,2014,"Saying, ""It's gonna be alright.""",34,0
Taylor Swift,1989,Shake It Off,2014,"'Cause the players gonna play, play, play, play, play",35,0
Taylor Swift,1989,Shake It Off,2014,"And the haters gonna hate, hate, hate, hate, hate",36,0
Taylor Swift,1989,Shake It Off,2014,"Baby, I'm just gonna shake, shake, shake, shake, shake",37,0
Taylor Swift,1989,Shake It Off,2014,"I shake it off, I shake it off",38,0
Taylor Swift,1989,Shake It Off,2014,"Heart-breakers gonna break, break, break, break, break",39,0
Taylor Swift,1989,Shake It Off,2014,"And the fakers gonna fake, fake, fake, fake, fake",40,0
Taylor Swift,1989,Shake It Off,2014,"Baby, I'm just gonna shake, shake, shake, shake, shake",41,0
Taylor Swift,1989,Shake It Off,2014,"I shake it off, I shake it off",42,0
Taylor Swift,1989,Shake It Off,2014,"Shake it off, I shake it off,",43,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off,",44,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off,",45,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off",46,0
Taylor Swift,1989,Shake It Off,2014,"Hey, hey, hey",47,0
Taylor Swift,1989,Shake It Off,2014,"Just think while you've been getting down and out about the liars and the dirty, dirty cheats of the world,",48,0
Taylor Swift,1989,Shake It Off,2014,You could've been getting down to this sick beat.,49,0
Taylor Swift,1989,Shake It Off,2014,My ex-man brought his new girlfriend,50,0
Taylor Swift,1989,Shake It Off,2014,"She's like ""Oh, my god!"" but I'm just gonna shake.",51,0
Taylor Swift,1989,Shake It Off,2014,And to the fella over there with the hella good hair,52,0
Taylor Swift,1989,Shake It Off,2014,"Won't you come on over, baby? We can shake, shake, shake",53,0
Taylor Swift,1989,Shake It Off,2014,Yeah ohhh,54,0
Taylor Swift,1989,Shake It Off,2014,"'Cause the players gonna play, play, play, play, play",55,0
Taylor Swift,1989,Shake It Off,2014,"And the haters gonna hate, hate, hate, hate, hate (haters gonna hate)",56,0
Taylor Swift,1989,Shake It Off,2014,"I'm just gonna shake, shake, shake, shake, shake",57,0
Taylor Swift,1989,Shake It Off,2014,"I shake it off, I shake it off",58,0
Taylor Swift,1989,Shake It Off,2014,"Heart-breakers gonna break, break, break, break, break (mmmm)",59,0
Taylor Swift,1989,Shake It Off,2014,"And the fakers gonna fake, fake, fake, fake, fake (and fake, and fake, and fake)",60,0
Taylor Swift,1989,Shake It Off,2014,"Baby, I'm just gonna shake, shake, shake, shake, shake",61,0
Taylor Swift,1989,Shake It Off,2014,"I shake it off, I shake it off",62,0
Taylor Swift,1989,Shake It Off,2014,"Shake it off, I shake it off,",63,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off,",64,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off",65,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off",66,0
Taylor Swift,1989,Shake It Off,2014,"Shake it off, I shake it off,",67,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off,",68,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off,",69,0
Taylor Swift,1989,Shake It Off,2014,"I, I, I shake it off, I shake it off",70,0
Taylor Swift,1989,Shake It Off,2014,"Shake it off, I shake it off,",71,0
